ReviewID,EmployeeID,ReviewPeriod,ReviewDate,PerformanceRating,GoalCompletionPct,PromotionRecommended
REV01226,EMP00851,2023-H1,2023-04-09,3.9,67.5,No
REV01227,EMP00851,2023-H2,2023-10-24,4.6,81.4,No
REV01228,EMP00852,2024-H1,2024-02-17,3.5,61.4,No
REV01229,EMP00852,2024-H2,2024-08-20,3.1,56.5,No
REV01230,EMP00852,2025-H1,2025-02-22,3.4,52.6,No
REV01231,EMP00852,2025-H2,2025-09-03,3.7,75.7,No
REV01232,EMP00852,2026-H1,2026-04-13,3.4,62.9,No
REV01233,EMP00853,2024-H2,2024-11-24,3.3,43.9,No
REV01234,EMP00853,2025-H1,2025-06-16,3.5,47.0,No
REV01235,EMP00853,2025-H2,2025-12-05,3.6,58.2,No
REV01236,EMP00853,2026-H1,2026-05-31,3.1,50.5,No
REV01237,EMP00854,2023-H1,2023-06-20,2.9,39.6,No
REV01238,EMP00854,2023-H2,2023-12-12,3.1,50.8,No
REV01239,EMP00854,2024-H1,2024-06-22,3.7,62.4,No
REV01240,EMP00854,2025-H1,2025-01-11,3.9,86.9,No
REV01241,EMP00854,2025-H2,2025-07-24,3.0,46.9,No
REV01242,EMP00854,2026-H1,2026-03-09,3.6,63.9,No
REV01243,EMP00855,2024-H2,2024-09-27,3.5,64.6,No
REV01244,EMP00855,2025-H1,2025-05-05,3.7,58.5,No
REV01245,EMP00855,2025-H2,2025-11-07,3.4,57.0,No
REV01246,EMP00855,2026-H1,2026-05-03,3.4,52.5,No
REV01247,EMP00856,2026-H1,2026-01-20,3.5,64.2,No
REV01248,EMP00857,2025-H2,2025-08-09,3.2,49.0,No
REV01249,EMP00857,2026-H1,2026-03-07,3.5,74.6,No
REV01250,EMP00860,2025-H1,2025-05-07,3.2,48.9,No
REV01251,EMP00860,2025-H2,2025-12-09,3.1,56.3,No
REV01252,EMP00860,2026-H2,2026-07-20,3.7,67.9,No
REV01253,EMP00861,2025-H1,2025-01-18,3.3,56.8,No
REV01254,EMP00861,2025-H2,2025-08-23,4.6,90.9,Yes
REV01255,EMP00861,2026-H1,2026-03-22,4.7,80.7,Yes
REV01256,EMP00862,2025-H1,2025-06-25,3.3,57.8,No
REV01257,EMP00862,2025-H2,2025-12-09,3.2,54.3,No
REV01258,EMP00862,2026-H1,2026-05-30,3.4,52.9,No
REV01259,EMP00863,2026-H1,2026-02-27,2.8,42.8,No
REV01260,EMP00864,2025-H1,2025-02-17,3.5,60.9,No
REV01261,EMP00864,2025-H2,2025-08-28,3.1,52.6,No
REV01262,EMP00864,2026-H1,2026-03-27,2.9,47.5,No
REV01263,EMP00865,2026-H1,2026-03-05,4.7,72.6,Yes
REV01264,EMP00866,2025-H2,2025-08-24,3.3,43.1,No
REV01265,EMP00866,2026-H1,2026-03-24,4.1,78.3,No
REV01266,EMP00867,2025-H2,2025-12-06,4.3,81.3,Yes
REV01267,EMP00867,2026-H1,2026-06-10,4.3,76.3,Yes
REV01268,EMP00868,2025-H2,2025-09-26,4.4,66.8,No
REV01269,EMP00868,2026-H1,2026-05-12,4.7,87.9,No
REV01270,EMP00869,2025-H1,2025-03-29,4.3,77.3,Yes
REV01271,EMP00869,2025-H2,2025-10-06,4.2,70.6,No
REV01272,EMP00869,2026-H1,2026-04-17,4.0,74.6,No
REV01273,EMP00871,2026-H2,2026-07-23,3.1,65.7,No
REV01274,EMP00872,2024-H2,2024-07-12,3.5,52.4,No
REV01275,EMP00872,2025-H1,2025-01-11,4.3,74.7,No
REV01276,EMP00872,2025-H1,2025-06-27,4.1,68.3,No
REV01277,EMP00874,2025-H2,2025-11-01,4.4,83.2,No
REV01278,EMP00874,2026-H1,2026-05-24,4.7,81.1,No
REV01279,EMP00877,2025-H2,2025-08-03,2.4,33.2,No
REV01280,EMP00877,2026-H1,2026-02-06,2.2,47.8,No
REV01281,EMP00878,2023-H1,2023-05-25,3.9,61.7,No
REV01282,EMP00878,2024-H1,2024-01-09,4.6,86.0,Yes
REV01283,EMP00878,2024-H2,2024-08-03,4.4,73.9,No
REV01284,EMP00878,2025-H1,2025-02-21,4.8,82.3,No
REV01285,EMP00878,2025-H2,2025-10-14,4.4,75.1,Yes
REV01286,EMP00878,2026-H1,2026-03-27,4.4,72.1,No
REV01287,EMP00879,2025-H1,2025-01-31,3.4,56.8,No
REV01288,EMP00879,2025-H2,2025-07-21,3.3,50.5,No
REV01289,EMP00879,2026-H1,2026-01-26,4.2,70.6,No
REV01290,EMP00879,2026-H2,2026-07-21,3.4,68.0,No
REV01291,EMP00881,2026-H1,2026-03-24,3.0,,No
REV01292,EMP00883,2024-H2,2024-07-01,3.1,57.0,No
REV01293,EMP00883,2025-H1,2025-02-14,3.3,57.7,No
REV01294,EMP00883,2025-H2,2025-08-04,3.0,50.7,No
REV01295,EMP00883,2026-H1,2026-01-26,3.2,53.7,No
REV01296,EMP00886,2025-H2,2025-12-05,2.3,30.6,No
REV01297,EMP00886,2026-H1,2026-06-26,3.4,69.7,No
REV01298,EMP00887,2024-H2,2024-09-04,3.1,47.6,No
REV01299,EMP00888,2025-H1,2025-02-20,4.4,75.5,Yes
REV01300,EMP00888,2025-H2,2025-08-30,4.0,82.0,No
REV01301,EMP00888,2026-H1,2026-03-14,3.4,65.0,No
REV01302,EMP00889,2023-H1,2023-05-26,3.2,59.1,No
REV01303,EMP00891,2024-H1,2024-06-16,5.0,91.9,No
REV01304,EMP00891,2025-H1,2025-01-06,4.5,80.9,No
REV01305,EMP00891,2025-H2,2025-08-09,3.9,66.4,No
REV01306,EMP00892,2026-H1,2026-01-27,4.0,69.5,No
REV01307,EMP00894,2026-H1,2026-01-04,5.0,93.5,Yes
REV01308,EMP00894,2026-H2,2026-07-25,4.1,70.1,No
REV01309,EMP00895,2026-H1,2026-04-26,4.2,77.2,No
REV01310,EMP00897,2024-H2,2024-11-06,3.1,49.7,No
REV01311,EMP00897,2025-H1,2025-05-06,3.4,65.3,No
REV01312,EMP00897,2025-H2,2025-12-19,3.6,75.7,No
REV01313,EMP00897,2026-H2,2026-07-10,3.7,57.6,No
REV01314,EMP00898,2023-H1,2023-04-19,3.7,67.7,No
REV01315,EMP00898,2023-H2,2023-11-06,4.2,74.9,No
REV01316,EMP00898,2024-H1,2024-05-02,4.2,66.0,No
REV01317,EMP00898,2024-H2,2024-11-09,4.4,87.3,No
REV01318,EMP00898,2025-H1,2025-05-03,4.6,66.8,Yes
REV01319,EMP00898,2025-H2,2025-10-24,4.8,96.7,Yes
REV01320,EMP00898,2026-H1,2026-04-23,4.1,76.3,No
REV01321,EMP00899,2024-H2,2024-07-28,3.2,62.2,No
REV01322,EMP00899,2025-H1,2025-01-31,2.9,46.6,No
REV01323,EMP00902,2026-H1,2026-02-23,4.3,78.7,No
REV01324,EMP00903,2026-H1,2026-02-27,2.7,50.4,No
REV01325,EMP00904,2026-H1,2026-04-13,3.4,53.7,No
REV01326,EMP00907,2025-H2,2025-08-09,4.2,66.7,No
REV01327,EMP00907,2026-H1,2026-03-31,4.2,79.1,No
REV01328,EMP00908,2025-H1,2025-06-14,3.1,41.8,No
REV01329,EMP00908,2025-H2,2025-12-22,3.0,60.8,No
REV01330,EMP00909,2025-H2,2025-12-02,3.0,44.9,No
REV01331,EMP00909,2026-H1,2026-06-17,3.7,60.3,No
REV01332,EMP00910,2023-H2,2023-08-17,4.3,87.0,No
REV01333,EMP00910,2024-H1,2024-02-13,4.5,82.3,Yes
REV01334,EMP00910,2024-H2,2024-09-20,3.8,57.9,No
REV01335,EMP00910,2025-H1,2025-03-20,4.1,77.1,No
REV01336,EMP00910,2025-H2,2025-09-20,3.9,59.3,No
REV01337,EMP00910,2026-H1,2026-04-03,4.6,82.6,Yes
REV01338,EMP00912,2026-H1,2026-06-20,4.0,74.8,No
REV01339,EMP00914,2026-H1,2026-02-15,4.4,75.9,No
REV01340,EMP00915,2025-H1,2025-01-11,4.5,68.1,No
REV01341,EMP00915,2025-H2,2025-08-10,4.5,89.7,Yes
REV01342,EMP00915,2026-H1,2026-02-02,4.8,92.2,Yes
REV01343,EMP00917,2025-H1,2025-03-07,4.3,75.2,No
REV01344,EMP00917,2025-H2,2025-09-24,4.0,58.0,No
REV01345,EMP00917,2026-H1,2026-05-02,4.1,69.5,No
REV01346,EMP00918,2025-H1,2025-05-18,4.1,81.6,No
REV01347,EMP00918,2026-H1,2026-01-06,5.0,87.5,Yes
REV01348,EMP00919,2026-H1,2026-06-14,4.3,73.4,Yes
REV01349,EMP00920,2025-H1,2025-03-18,4.0,72.5,No
REV01350,EMP00920,2025-H2,2025-10-08,3.5,82.4,No
REV01351,EMP00920,2026-H1,2026-06-02,3.6,70.2,No
REV01352,EMP00921,2026-H1,2026-01-28,2.5,47.3,No
REV01353,EMP00922,2025-H2,2025-10-07,3.0,57.2,No
REV01354,EMP00922,2026-H1,2026-05-26,3.5,74.2,No
REV01355,EMP00923,2026-H1,2026-04-11,3.2,74.5,No
REV01356,EMP00925,2026-H1,2026-06-28,3.6,69.9,No
REV01357,EMP00926,2024-H2,2024-10-30,4.0,90.5,No
REV01358,EMP00926,2025-H1,2025-06-19,3.5,69.6,No
REV01359,EMP00926,2026-H1,2026-01-27,3.1,55.1,No
REV01360,EMP00926,2026-H2,2026-07-25,2.8,64.0,No
REV01361,EMP00927,2023-H1,2023-06-26,2.5,58.4,No
REV01362,EMP00928,2025-H1,2025-01-05,4.5,82.9,No
REV01363,EMP00928,2025-H1,2025-06-27,4.8,,No
REV01364,EMP00928,2026-H1,2026-01-10,3.9,60.8,No
REV01365,EMP00929,2026-H1,2026-02-19,4.5,69.8,No
REV01366,EMP00930,2023-H2,2023-09-19,3.1,41.4,No
REV01367,EMP00930,2024-H1,2024-04-20,3.3,,No
REV01368,EMP00930,2024-H2,2024-10-23,4.0,68.7,No
REV01369,EMP00930,2025-H1,2025-06-15,3.8,70.4,No
REV01370,EMP00930,2025-H2,2025-12-30,3.0,50.7,No
REV01371,EMP00931,2025-H2,2025-11-15,2.9,49.9,No
REV01372,EMP00931,2026-H1,2026-05-21,2.9,53.3,No
REV01373,EMP00932,2026-H1,2026-02-28,4.5,83.8,Yes
REV01374,EMP00933,2025-H1,2025-05-11,3.1,56.5,No
REV01375,EMP00933,2025-H2,2025-11-16,3.8,74.6,No
REV01376,EMP00933,2026-H1,2026-05-26,4.2,89.6,No
REV01377,EMP00934,2026-H2,2026-07-12,2.2,54.0,No
REV01378,EMP00935,2024-H1,2024-04-21,4.8,70.6,No
REV01379,EMP00935,2024-H2,2024-10-12,4.5,87.2,Yes
REV01380,EMP00935,2025-H1,2025-03-25,4.6,77.1,Yes
REV01381,EMP00935,2025-H2,2025-09-27,5.0,100.0,No
REV01382,EMP00935,2026-H1,2026-05-21,4.3,74.8,No
REV01383,EMP00937,2026-H1,2026-06-09,5.0,92.3,No
REV01384,EMP00938,2025-H2,2025-11-22,4.2,67.8,No
REV01385,EMP00939,2026-H1,2026-05-06,2.7,49.0,No
REV01386,EMP00941,2025-H1,2025-01-07,3.4,60.3,No
REV01387,EMP00941,2025-H1,2025-06-24,3.2,49.8,No
REV01388,EMP00941,2026-H1,2026-02-07,4.0,74.6,No
REV01389,EMP00944,2026-H1,2026-05-22,2.1,35.8,No
REV01390,EMP00945,2025-H1,2025-02-17,2.2,30.6,No
REV01391,EMP00946,2026-H1,2026-02-25,3.9,,No
REV01392,EMP00947,2025-H1,2025-06-07,2.6,59.7,No
REV01393,EMP00947,2026-H1,2026-01-16,2.5,48.7,No
REV01394,EMP00948,2024-H1,2024-02-21,3.5,56.2,No
REV01395,EMP00950,2024-H2,2024-07-07,3.4,56.7,No
REV01396,EMP00950,2025-H1,2025-01-31,3.1,75.3,No
REV01397,EMP00950,2025-H2,2025-08-23,2.8,58.2,No
REV01398,EMP00950,2026-H1,2026-02-11,2.8,44.4,No
REV01399,EMP00953,2024-H2,2024-10-13,4.1,74.1,No
REV01400,EMP00953,2025-H1,2025-03-27,4.0,80.9,No
REV01401,EMP00953,2025-H2,2025-10-18,4.5,78.8,No
REV01402,EMP00953,2026-H1,2026-04-28,4.1,71.6,No
REV01403,EMP00954,2025-H2,2025-12-18,2.7,46.2,No
REV01404,EMP00956,2026-H1,2026-06-13,3.7,47.9,No
REV01405,EMP00958,2026-H1,2026-04-13,3.5,71.0,No
REV01406,EMP00959,2026-H1,2026-05-02,2.8,38.0,No
REV01407,EMP00962,2025-H2,2025-11-17,5.0,97.9,Yes
REV01408,EMP00962,2026-H1,2026-06-23,3.7,58.8,No
REV01409,EMP00963,2024-H2,2024-11-10,3.7,70.9,No
REV01410,EMP00966,2023-H2,2023-07-30,2.7,39.6,No
REV01411,EMP00966,2024-H1,2024-03-03,2.5,30.0,No
REV01412,EMP00966,2024-H2,2024-09-01,1.3,30.0,No
REV01413,EMP00966,2025-H1,2025-03-25,2.5,57.9,No
REV01414,EMP00966,2025-H2,2025-11-01,2.3,30.0,No
REV01415,EMP00967,2026-H1,2026-05-22,5.0,93.9,Yes
REV01416,EMP00969,2024-H2,2024-09-10,3.0,62.0,No
REV01417,EMP00970,2026-H1,2026-01-27,4.0,,No
REV01418,EMP00972,2023-H2,2023-07-02,2.6,51.5,No
REV01419,EMP00972,2024-H1,2024-01-31,3.1,48.6,No
REV01420,EMP00972,2024-H2,2024-09-21,3.1,52.8,No
REV01421,EMP00972,2025-H1,2025-05-02,3.1,54.8,No
REV01422,EMP00972,2025-H2,2025-10-30,3.2,61.7,No
REV01423,EMP00972,2026-H1,2026-06-02,2.7,43.5,No
REV01424,EMP00973,2026-H1,2026-05-14,3.3,63.3,No
REV01425,EMP00974,2025-H1,2025-03-27,1.3,30.0,No
REV01426,EMP00974,2025-H2,2025-10-17,1.3,30.0,No
REV01427,EMP00978,2025-H2,2025-10-07,3.3,53.6,No
REV01428,EMP00978,2026-H1,2026-03-25,3.5,57.1,No
REV01429,EMP00983,2023-H2,2023-07-31,4.3,73.8,No
REV01430,EMP00983,2024-H1,2024-01-23,3.3,65.7,No
REV01431,EMP00983,2024-H2,2024-07-12,3.6,57.4,No
REV01432,EMP00983,2024-H2,2024-12-26,3.5,64.5,No
REV01433,EMP00983,2025-H1,2025-06-12,3.4,54.4,No
REV01434,EMP00983,2025-H2,2025-11-27,3.4,38.2,No
REV01435,EMP00983,2026-H2,2026-07-15,2.8,50.4,No
REV01436,EMP00985,2024-H2,2024-12-14,4.0,74.7,No
REV01437,EMP00985,2025-H1,2025-06-13,4.4,77.2,Yes
REV01438,EMP00985,2025-H2,2025-11-27,4.4,74.3,No
REV01439,EMP00985,2026-H1,2026-06-23,4.2,74.5,No
REV01440,EMP00986,2024-H1,2024-06-22,3.6,80.2,No
REV01441,EMP00987,2023-H2,2023-12-16,1.9,30.5,No
REV01442,EMP00987,2024-H2,2024-07-30,1.7,30.0,No
REV01443,EMP00987,2025-H1,2025-02-20,1.5,30.0,No
REV01444,EMP00988,2026-H1,2026-05-16,3.2,49.5,No
REV01445,EMP00989,2025-H1,2025-05-21,3.1,59.5,No
REV01446,EMP00989,2025-H2,2025-12-28,3.2,48.6,No
REV01447,EMP00990,2026-H1,2026-06-18,3.9,61.8,No
REV01448,EMP00991,2023-H2,2023-11-16,4.5,75.8,No
REV01449,EMP00991,2024-H1,2024-05-26,4.2,73.0,No
REV01450,EMP00991,2025-H1,2025-01-17,4.1,88.4,No
REV01451,EMP00991,2025-H2,2025-07-19,4.0,76.6,No
REV01452,EMP00991,2026-H1,2026-02-27,4.9,80.7,No
REV01453,EMP00993,2025-H2,2025-12-03,3.3,59.8,No
REV01454,EMP00993,2026-H2,2026-07-27,3.6,63.5,No
REV01455,EMP00995,2025-H1,2025-04-04,2.8,47.4,No
REV01456,EMP00995,2025-H2,2025-09-18,1.8,43.1,No
REV01457,EMP00995,2026-H1,2026-03-20,2.6,65.6,No
REV01458,EMP00996,2026-H1,2026-03-19,3.0,68.0,No
REV01459,EMP00998,2026-H1,2026-03-20,3.5,76.8,No
REV01460,EMP00999,2024-H2,2024-12-14,3.4,62.6,No
REV01461,EMP01000,2023-H1,2023-05-29,4.4,94.9,Yes
REV01462,EMP01002,2023-H1,2023-05-21,3.5,56.6,No
REV01463,EMP01004,2025-H2,2025-11-30,3.7,66.8,No
REV01464,EMP01004,2026-H2,2026-07-15,4.6,83.6,Yes
REV01465,EMP01008,2025-H1,2025-05-16,4.3,84.2,Yes
REV01466,EMP01008,2025-H2,2025-10-28,3.1,52.3,No
REV01467,EMP01009,2026-H2,2026-07-10,4.1,73.6,No
REV01468,EMP01011,2025-H2,2025-10-01,3.5,55.7,No
REV01469,EMP01011,2026-H1,2026-04-01,3.5,53.7,No
REV01470,EMP01015,2026-H2,2026-07-03,3.1,51.7,No
REV01471,EMP01016,2025-H2,2025-08-20,2.6,47.9,No
REV01472,EMP01016,2026-H1,2026-03-07,3.4,62.8,No
REV01473,EMP01017,2025-H2,2025-08-12,2.5,50.7,No
REV01474,EMP01017,2026-H1,2026-03-24,3.2,60.7,No
REV01475,EMP01018,2026-H1,2026-06-13,3.4,66.8,No
REV01476,EMP01019,2024-H2,2024-12-09,4.1,81.2,No
REV01477,EMP01019,2025-H1,2025-05-27,2.6,,No
REV01478,EMP01020,2024-H1,2024-05-14,3.5,52.8,No
REV01479,EMP01020,2024-H2,2024-11-05,3.2,56.2,No
REV01480,EMP01020,2025-H1,2025-06-17,3.4,55.4,No
REV01481,EMP01020,2026-H1,2026-01-24,3.0,49.6,No
REV01482,EMP01021,2025-H1,2025-05-19,2.9,58.7,No
REV01483,EMP01021,2025-H2,2025-12-06,3.3,49.7,No
REV01484,EMP01022,2025-H1,2025-03-20,3.0,62.5,No
REV01485,EMP01022,2025-H2,2025-10-20,3.6,61.7,No
REV01486,EMP01022,2026-H1,2026-04-28,3.5,67.2,No
REV01487,EMP01025,2023-H2,2023-08-26,1.7,30.0,No
REV01488,EMP01029,2025-H1,2025-06-06,3.3,,No
REV01489,EMP01029,2025-H2,2025-12-02,2.7,40.5,No
REV01490,EMP01029,2026-H2,2026-07-24,3.1,54.5,No
REV01491,EMP01030,2026-H1,2026-05-28,4.2,72.9,No
REV01492,EMP01031,2024-H2,2024-11-19,2.9,40.1,No
REV01493,EMP01034,2024-H1,2024-02-01,3.0,60.3,No
REV01494,EMP01034,2024-H2,2024-07-30,3.1,45.0,No
REV01495,EMP01034,2025-H1,2025-02-18,3.3,55.2,No
REV01496,EMP01034,2025-H2,2025-09-30,3.6,62.4,No
REV01497,EMP01034,2026-H1,2026-05-17,3.3,,No
REV01498,EMP01035,2025-H2,2025-08-17,3.6,60.8,No
REV01499,EMP01035,2026-H1,2026-04-10,2.7,48.3,No
REV01500,EMP01038,2025-H2,2025-10-16,3.3,58.6,No
REV01501,EMP01038,2026-H1,2026-04-23,2.9,51.4,No
REV01502,EMP01039,2026-H1,2026-02-07,3.2,49.7,No
REV01503,EMP01040,2024-H2,2024-08-12,2.0,61.9,No
REV01504,EMP01040,2025-H1,2025-03-24,2.3,38.6,No
REV01505,EMP01040,2025-H2,2025-11-07,1.9,42.4,No
REV01506,EMP01040,2026-H1,2026-05-02,1.4,30.0,No
REV01507,EMP01042,2024-H2,2024-12-10,2.0,30.0,No
REV01508,EMP01042,2025-H1,2025-06-01,2.2,42.7,No
REV01509,EMP01042,2025-H2,2025-11-22,1.8,30.0,No
REV01510,EMP01042,2026-H1,2026-05-29,1.9,38.2,No
REV01511,EMP01045,2026-H1,2026-02-11,3.7,,No
REV01512,EMP01046,2025-H2,2025-11-13,3.0,52.5,No
REV01513,EMP01046,2026-H1,2026-05-23,3.6,67.3,No
REV01514,EMP01047,2024-H2,2024-12-25,2.2,36.4,No
REV01515,EMP01047,2025-H2,2025-07-04,2.1,30.0,No
REV01516,EMP01048,2024-H2,2024-09-03,3.7,57.9,No
REV01517,EMP01048,2025-H1,2025-04-02,4.3,80.5,Yes
REV01518,EMP01048,2025-H2,2025-09-14,3.8,90.0,No
REV01519,EMP01049,2024-H2,2024-11-19,4.0,70.7,No
REV01520,EMP01049,2025-H1,2025-06-11,4.0,73.6,No
REV01521,EMP01049,2025-H2,2025-12-05,2.8,49.9,No
REV01522,EMP01049,2026-H1,2026-06-26,2.9,54.3,No
REV01523,EMP01050,2024-H2,2024-10-16,3.4,52.1,No
REV01524,EMP01050,2025-H1,2025-04-12,3.7,57.8,No
REV01525,EMP01052,2025-H1,2025-05-24,3.6,63.0,No
REV01526,EMP01053,2023-H2,2023-09-22,3.5,51.8,No
REV01527,EMP01053,2024-H1,2024-04-22,3.3,67.6,No
REV01528,EMP01059,2025-H2,2025-07-12,2.8,65.5,No
REV01529,EMP01059,2026-H1,2026-02-28,2.9,44.8,No
REV01530,EMP01060,2026-H2,2026-07-19,3.0,30.8,No
REV01531,EMP01061,2026-H1,2026-05-05,1.9,35.7,No
REV01532,EMP01062,2024-H2,2024-08-03,4.3,83.5,Yes
REV01533,EMP01062,2025-H1,2025-01-21,4.7,77.7,Yes
REV01534,EMP01062,2025-H2,2025-09-02,4.2,86.6,Yes
REV01535,EMP01062,2026-H1,2026-03-29,4.4,81.7,Yes
REV01536,EMP01064,2024-H2,2024-12-22,3.8,53.5,No
REV01537,EMP01064,2025-H2,2025-07-18,4.1,62.7,No
REV01538,EMP01064,2026-H1,2026-01-25,3.9,77.6,No
REV01539,EMP01066,2025-H2,2025-12-20,3.7,77.7,No
REV01540,EMP01066,2026-H1,2026-06-29,3.7,64.0,No
REV01541,EMP01067,2026-H1,2026-02-04,4.3,77.1,Yes
REV01542,EMP01068,2026-H1,2026-01-24,4.9,86.1,Yes
REV01543,EMP01069,2024-H1,2024-02-28,5.0,82.9,Yes
REV01544,EMP01069,2024-H2,2024-10-02,4.6,83.0,Yes
REV01545,EMP01071,2025-H1,2025-02-10,3.4,66.7,No
REV01546,EMP01071,2025-H2,2025-09-12,3.6,70.7,No
REV01547,EMP01071,2026-H1,2026-04-30,2.6,57.1,No
REV01548,EMP01072,2024-H1,2024-06-01,2.4,48.7,No
REV01549,EMP01072,2024-H2,2024-12-27,2.3,37.9,No
REV01550,EMP01072,2025-H2,2025-07-27,2.1,30.0,No
REV01551,EMP01077,2026-H1,2026-04-15,4.0,69.2,No
REV01552,EMP01078,2025-H2,2025-12-08,3.1,52.0,No
REV01553,EMP01078,2026-H2,2026-07-23,3.3,59.4,No
REV01554,EMP01079,2024-H1,2024-02-21,3.2,60.9,No
REV01555,EMP01080,2025-H2,2025-08-09,4.2,66.0,No
REV01556,EMP01081,2025-H1,2025-06-11,2.6,53.8,No
REV01557,EMP01081,2026-H1,2026-01-24,3.1,48.6,No
REV01558,EMP01081,2026-H2,2026-07-20,2.9,53.7,No
REV01559,EMP01082,2025-H1,2025-01-14,3.1,57.4,No
REV01560,EMP01082,2025-H2,2025-08-21,3.4,53.6,No
REV01561,EMP01083,2026-H1,2026-06-26,3.1,49.5,No
REV01562,EMP01084,2025-H2,2025-11-25,3.2,77.1,No
REV01563,EMP01084,2026-H1,2026-06-19,3.6,61.4,No
REV01564,EMP01085,2024-H1,2024-01-23,4.5,83.2,No
REV01565,EMP01085,2024-H2,2024-08-12,4.2,74.7,No
REV01566,EMP01085,2025-H1,2025-03-12,3.9,63.1,No
REV01567,EMP01085,2025-H2,2025-08-27,5.0,78.7,No
REV01568,EMP01085,2026-H1,2026-04-13,4.0,73.9,No
REV01569,EMP01086,2024-H2,2024-11-20,3.1,46.6,No
REV01570,EMP01086,2025-H1,2025-06-16,3.1,,No
REV01571,EMP01086,2025-H2,2025-12-01,3.9,79.8,No
REV01572,EMP01086,2026-H1,2026-05-21,3.5,73.3,No
REV01573,EMP01088,2023-H2,2023-12-27,3.4,84.6,No
REV01574,EMP01088,2024-H1,2024-06-12,3.3,73.9,No
REV01575,EMP01088,2024-H2,2024-12-06,3.8,76.4,No
REV01576,EMP01088,2025-H1,2025-06-04,3.2,69.2,No
REV01577,EMP01088,2025-H2,2025-11-29,3.7,80.5,No
REV01578,EMP01090,2025-H2,2025-11-22,3.2,66.1,No
REV01579,EMP01090,2026-H2,2026-07-05,3.3,62.2,No
REV01580,EMP01091,2025-H2,2025-10-06,3.3,44.1,No
REV01581,EMP01091,2026-H1,2026-05-17,3.7,71.3,No
REV01582,EMP01094,2025-H1,2025-05-29,3.8,72.4,No
REV01583,EMP01094,2026-H1,2026-01-13,3.6,64.7,No
REV01584,EMP01094,2026-H2,2026-07-12,2.7,49.3,No
REV01585,EMP01095,2026-H1,2026-04-05,3.1,53.2,No
REV01586,EMP01096,2026-H1,2026-01-05,2.7,66.1,No
REV01587,EMP01096,2026-H2,2026-07-02,3.0,42.5,No
REV01588,EMP01097,2025-H1,2025-02-02,3.8,60.9,No
REV01589,EMP01100,2026-H1,2026-04-01,3.4,59.8,No
REV01590,EMP01103,2026-H1,2026-05-21,3.1,47.7,No
REV01591,EMP01105,2026-H1,2026-05-30,3.4,53.8,No
REV01592,EMP01106,2026-H1,2026-05-11,3.7,65.6,No
REV01593,EMP01108,2026-H2,2026-07-19,3.0,43.1,No
REV01594,EMP01112,2023-H1,2023-06-15,3.9,84.7,No
REV01595,EMP01112,2024-H1,2024-01-29,3.4,62.5,No
REV01596,EMP01112,2024-H2,2024-08-21,3.8,73.2,No
REV01597,EMP01112,2025-H1,2025-02-08,3.0,48.9,No
REV01598,EMP01112,2025-H2,2025-08-28,3.1,60.8,No
REV01599,EMP01112,2026-H1,2026-04-03,3.6,63.9,No
REV01600,EMP01114,2024-H1,2024-06-29,2.0,41.3,No
REV01601,EMP01114,2025-H1,2025-01-25,2.3,36.3,No
REV01602,EMP01114,2025-H2,2025-09-18,2.3,51.8,No
REV01603,EMP01114,2026-H1,2026-04-03,1.7,30.0,No
REV01604,EMP01116,2026-H2,2026-07-18,3.3,63.3,No
REV01605,EMP01117,2024-H2,2024-08-17,4.0,80.3,No
REV01606,EMP01117,2025-H1,2025-01-29,3.1,61.7,No
REV01607,EMP01117,2025-H2,2025-08-16,2.8,44.3,No
REV01608,EMP01121,2023-H1,2023-03-03,3.5,66.2,No
REV01609,EMP01121,2023-H2,2023-10-24,3.6,57.6,No
REV01610,EMP01121,2024-H1,2024-05-13,3.7,53.7,No
REV01611,EMP01121,2024-H2,2024-12-03,2.9,44.7,No
REV01612,EMP01121,2025-H1,2025-06-21,2.5,43.7,No
REV01613,EMP01122,2025-H1,2025-03-17,1.9,38.7,No
REV01614,EMP01122,2025-H2,2025-09-11,1.3,30.0,No
REV01615,EMP01122,2026-H1,2026-03-31,1.3,30.0,No
REV01616,EMP01123,2026-H1,2026-03-21,3.4,63.9,No
REV01617,EMP01125,2026-H1,2026-03-13,4.4,73.7,Yes
REV01618,EMP01126,2025-H1,2025-01-04,4.0,74.3,No
REV01619,EMP01126,2025-H2,2025-08-06,3.8,62.5,No
REV01620,EMP01126,2026-H1,2026-03-20,3.6,71.2,No
REV01621,EMP01127,2026-H1,2026-03-02,3.3,63.7,No
REV01622,EMP01128,2025-H2,2025-12-03,3.8,72.9,No
REV01623,EMP01128,2026-H2,2026-07-24,3.7,70.8,No
REV01624,EMP01130,2024-H1,2024-04-12,3.7,66.8,No
REV01625,EMP01130,2024-H2,2024-10-31,4.2,71.5,No
REV01626,EMP01130,2025-H1,2025-05-16,3.1,47.0,No
REV01627,EMP01130,2025-H2,2025-11-16,3.9,57.3,No
REV01628,EMP01130,2026-H1,2026-06-13,3.2,56.6,No
REV01629,EMP01131,2026-H2,2026-07-19,3.3,69.1,No
REV01630,EMP01134,2025-H1,2025-05-25,3.8,65.7,No
REV01631,EMP01134,2025-H2,2025-12-18,3.2,52.3,No
REV01632,EMP01135,2026-H1,2026-03-28,2.6,49.5,No
REV01633,EMP01137,2024-H1,2024-04-10,2.6,39.6,No
